C150*70*20*2.4,AP01,7990,3,1,Hole,WEB,5,35,30,Hole,WEB,5,35,-30,Hole,WEB,3,115,45,Hole,WEB,3,115,-15,Hole,OF,2,545,105,Hole,IF,2,545,-105,Hole,WEB,2,1792,0,Hole,WEB,5,2542,30,Hole,WEB,5,2542,-30,Hole,WEB,5,2622,30,Hole,WEB,5,2622,-30,Hole,WEB,5,2702,30,Hole,WEB,5,2702,-30,Hole,WEB,5,5288,30,Hole,WEB,5,5288,-30,Hole,WEB,5,5368,30,Hole,WEB,5,5368,-30,Hole,WEB,5,5448,30,Hole,WEB,5,5448,-30,Hole,WEB,2,6436,0,Hole,OF,2,7445,105,Hole,IF,2,7445,-105,Hole,WEB,5,7955,30,Hole,WEB,5,7955,-30
C150*70*20*2.4,AP02,7992,1,1,Hole,WEB,5,35,30,Hole,WEB,5,35,-30,Hole,WEB,2,545,0,Hole,WEB,5,2622,30,Hole,WEB,5,2622,-30,Hole,WEB,5,2702,30,Hole,WEB,5,2702,-30,Hole,WEB,5,5288,30,Hole,WEB,5,5288,-30,Hole,WEB,5,5368,30,Hole,WEB,5,5368,-30,Hole,WEB,2,7445,0,Hole,WEB,5,7955,30,Hole,WEB,5,7955,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
