"ORG","Order Num","Item Cat","Batch Id","Sort Id","Seq","Dept","Res","Res Desc","Raw Material","Coil Width","Coil Color","Sort Complete","Fa Job","Fa Item","Item Desc","Mark No","Prd Width","Stack","Fa Seq","Line Seq","Fa Qty","Bundle","Unit Length"
"LKQ","18032071203","TRIM","1829371","26936937","9","765","CTL","Cut to Length Line","C049293","1200","DAWN SILVER","","18032071203:35657185:THE FOURTH C","L016246*31875267","LYSAGHT STANDARD FLASHING 0.65MM TPT PPAZ G550AZ150-DAS150-5000","MF08","107","","9","1","4","","5000"
"LKQ","19004928131","TRIM","1829372","26936939","1","765","CTL","Cut to Length Line","C049984","1200","NOBBILY WHITE","","19004928131:35701743:SHANGHAI CON","L016440*31944365","LYSAGHT STANDARD FLASHING 0.60MM TCT PPAZ PVDF G300AZ200-NBB200-6000","BIW-DF05","735","","1","1","68","","6000"
"LKQ","18036312159","TRIM","1829373","26936941","1","765","CTL","Cut to Length Line","C049373","1200","","","18036312159:35807840:GUANGZHOU YO","L016309*32089749","LYSAGHT STANDARD FLASHING  0.47MM TCT CLEAN COLORBOND XRW G550AZM150-OFW150M-1750","XY03","815","","1","1","1","","1750"
"LKQ","1900726407","TRIM","1829375","26936945","1","765","CTL","Cut to Length Line","C048954","1200","OFF WHITE","","1900726407:35834226:YINGKOU CHAN","L016212*32121873","LYSAGHT STANDARD FLASHING 0.56MM TPT PPAZ Q345AZ165-OFW165-3600","HXBF2","378","","1","1","18","","3600"
"LKQ","1900726407","TRIM","1829375","26936946","2","765","CTL","Cut to Length Line","C048954","1200","OFF WHITE","","1900726407:35834227:YINGKOU CHAN","L016212*32121874","LYSAGHT STANDARD FLASHING 0.56MM TPT PPAZ Q345AZ165-OFW165-3600","HXBF3","282","","3","1","18","","3600"
"LKQ","1900726407","TRIM","1829375","26936947","3","765","CTL","Cut to Length Line","C048954","1200","OFF WHITE","","1900726407:35834228:YINGKOU CHAN","L016212*32121875","LYSAGHT STANDARD FLASHING 0.56MM TPT PPAZ Q345AZ165-OFW165-3600","HXBF4","250","","2","1","18","","3600"
"LKQ","1900726406","TRIM","1829376","26936949","1","765","CTL","Cut to Length Line","C048954","1200","OFF WHITE","","1900726406:35834220:YINGKOU CHAN","L016212*32121794","LYSAGHT STANDARD FLASHING 0.56MM TPT PPAZ Q345AZ165-OFW165-3600","AFBF2","378","","3","1","72","","3600"
"LKQ","1900726406","TRIM","1829376","26936950","2","765","CTL","Cut to Length Line","C048954","1200","OFF WHITE","","1900726406:35834221:YINGKOU CHAN","L016212*32121795","LYSAGHT STANDARD FLASHING 0.56MM TPT PPAZ Q345AZ165-OFW165-3600","AFBF3","282","","4","1","72","","3600"
"LKQ","1900726406","TRIM","1829376","26936951","3","765","CTL","Cut to Length Line","C048954","1200","OFF WHITE","","1900726406:35834222:YINGKOU CHAN","L016212*32121796","LYSAGHT STANDARD FLASHING 0.56MM TPT PPAZ Q345AZ165-OFW165-3600","AFBF4","100","","2","1","72","","3600"
"LKQ","1900726406","TRIM","1829376","26936952","4","765","CTL","Cut to Length Line","C048954","1200","OFF WHITE","","1900726406:35834223:YINGKOU CHAN","L016212*32121797","LYSAGHT STANDARD FLASHING 0.56MM TPT PPAZ Q345AZ165-OFW165-700","YJBF1","400","","1","1","6","","700"
"LKQ","18046161123","TRIM","1829377","26936954","1","765","CTL","Cut to Length Line","C049757","1200","BOON WHITESMOKE_N","","18046161123:35807809:Zhaoqing xia","L016370*32089683","LYSAGHT STANDARD FLASHING 0.5MM TCT PPAZ G350AZ150(T15+10,B10+6)-BWS150-3600","NF03","200","","6","1","8","","3600"
"LKQ","18046161123","TRIM","1829377","26936955","2","765","CTL","Cut to Length Line","C049757","1200","BOON WHITESMOKE_N","","18046161123:35807810:Zhaoqing xia","L016370*32089684","LYSAGHT STANDARD FLASHING 0.5MM TCT PPAZ G350AZ150(T15+10,B10+6)-BWS150-3600","NF07","160","","11","1","14","","3600"
"LKQ","18046161123","TRIM","1829377","26936956","3","765","CTL","Cut to Length Line","C049757","1200","BOON WHITESMOKE_N","","18046161123:35807811:Zhaoqing xia","L016370*32089685","LYSAGHT STANDARD FLASHING 0.5MM TCT PPAZ G350AZ150(T15+10,B10+6)-BWS150-4700","NF08","260","","17","1","12","","4700"
"LKQ","18046161123","TRIM","1829377","26936957","4","765","CTL","Cut to Length Line","C049757","1200","BOON WHITESMOKE_N","","18046161123:35807812:Zhaoqing xia","L016370*32089686","LYSAGHT STANDARD FLASHING 0.5MM TCT PPAZ G350AZ150(T15+10,B10+6)-BWS150-2000","NF10","292","","7","1","8","","2000"
"LKQ","18046161123","TRIM","1829377","26936958","5","765","CTL","Cut to Length Line","C049757","1200","BOON WHITESMOKE_N","","18046161123:35807813:Zhaoqing xia","L016370*32089687","LYSAGHT STANDARD FLASHING 0.5MM TCT PPAZ G350AZ150(T15+10,B10+6)-BWS150-5000","NF24","170","","12","1","4","","5000"
"LKQ","18046161123","TRIM","1829377","26936959","6","765","CTL","Cut to Length Line","C049757","1200","BOON WHITESMOKE_N","","18046161123:35807814:Zhaoqing xia","L016370*32089688","LYSAGHT STANDARD FLASHING 0.5MM TCT PPAZ G350AZ150(T15+10,B10+6)-BWS150-3600","NF28","200","","13","1","17","","3600"
"LKQ","18046161123","TRIM","1829377","26936960","7","765","CTL","Cut to Length Line","C049757","1200","BOON WHITESMOKE_N","","18046161123:35807815:Zhaoqing xia","L016370*32089689","LYSAGHT STANDARD FLASHING 0.5MM TCT PPAZ G350AZ150(T15+10,B10+6)-BWS150-3600","NF31","200","","16","1","7","","3600"
"LKQ","18046161123","TRIM","1829377","26936961","8","765","CTL","Cut to Length Line","C049821","1000","SILVER COIN","","18046161123:35807796:Zhaoqing xia","L016369*32089670","LYSAGHT STANDARD FLASHING 0.60MM TCT PPAZ G350AZ150(T15+10,B10+6)-SIC150-5000","WF08","300","","18","1","5","","5000"
"LKQ","18046161123","TRIM","1829377","26936962","9","765","CTL","Cut to Length Line","C049821","1000","SILVER COIN","","18046161123:35807797:Zhaoqing xia","L016369*32089671","LYSAGHT STANDARD FLASHING 0.60MM TCT PPAZ G350AZ150(T15+10,B10+6)-SIC150-4700","WF10","430","","20","1","6","","4700"
"LKQ","18046161123","TRIM","1829377","26936963","10","765","CTL","Cut to Length Line","C049821","1000","SILVER COIN","","18046161123:35807798:Zhaoqing xia","L016369*32089672","LYSAGHT STANDARD FLASHING 0.60MM TCT PPAZ G350AZ150(T15+10,B10+6)-SIC150-4700","WF11","350","","3","1","6","","4700"
"LKQ","18046161123","TRIM","1829377","26936964","11","765","CTL","Cut to Length Line","C049821","1000","SILVER COIN","","18046161123:35807799:Zhaoqing xia","L016369*32089673","LYSAGHT STANDARD FLASHING 0.60MM TCT PPAZ G350AZ150(T15+10,B10+6)-SIC150-2000","WF13","340","","14","1","8","","2000"
"LKQ","18046161123","TRIM","1829377","26936965","12","765","CTL","Cut to Length Line","C049821","1000","SILVER COIN","","18046161123:35807800:Zhaoqing xia","L016369*32089674","LYSAGHT STANDARD FLASHING 0.60MM TCT PPAZ G350AZ150(T15+10,B10+6)-SIC150-5000","WF17","400","","1","1","1","","5000"
"LKQ","18046161123","TRIM","1829377","26936966","13","765","CTL","Cut to Length Line","C049821","1000","SILVER COIN","","18046161123:35807801:Zhaoqing xia","L016369*32089675","LYSAGHT STANDARD FLASHING 0.60MM TCT PPAZ G350AZ150(T15+10,B10+6)-SIC150-5000","WF18","300","","4","1","1","","5000"
"LKQ","18046161123","TRIM","1829377","26936967","14","765","CTL","Cut to Length Line","C049821","1000","SILVER COIN","","18046161123:35807802:Zhaoqing xia","L016369*32089676","LYSAGHT STANDARD FLASHING 0.60MM TCT PPAZ G350AZ150(T15+10,B10+6)-SIC150-3600","WF52","270","","19","1","3","","3600"
"LKQ","18046161123","TRIM","1829377","26936968","15","765","CTL","Cut to Length Line","C049821","1000","SILVER COIN","","18046161123:35807803:Zhaoqing xia","L016369*32089677","LYSAGHT STANDARD FLASHING 0.60MM TCT PPAZ G350AZ150(T15+10,B10+6)-SIC150-3600","WF57","700","","5","1","7","","3600"
"LKQ","18046161123","TRIM","1829377","26936969","16","765","CTL","Cut to Length Line","C049821","1000","SILVER COIN","","18046161123:35807804:Zhaoqing xia","L016369*32089678","LYSAGHT STANDARD FLASHING 0.60MM TCT PPAZ G350AZ150(T15+10,B10+6)-SIC150-3600","WF58","600","","8","1","14","","3600"
"LKQ","18046161123","TRIM","1829377","26936970","17","765","CTL","Cut to Length Line","C049821","1000","SILVER COIN","","18046161123:35807805:Zhaoqing xia","L016369*32089679","LYSAGHT STANDARD FLASHING 0.60MM TCT PPAZ G350AZ150(T15+10,B10+6)-SIC150-3600","WF60","300","","2","1","14","","3600"
"LKQ","18046161123","TRIM","1829377","26936971","18","765","CTL","Cut to Length Line","C049821","1000","SILVER COIN","","18046161123:35807806:Zhaoqing xia","L016369*32089680","LYSAGHT STANDARD FLASHING 0.60MM TCT PPAZ G350AZ150(T15+10,B10+6)-SIC150-5000","WF62","260","","15","1","2","","5000"
"LKQ","18046161123","TRIM","1829377","26936972","19","765","CTL","Cut to Length Line","C049821","1000","SILVER COIN","","18046161123:35807807:Zhaoqing xia","L016369*32089681","LYSAGHT STANDARD FLASHING 0.60MM TCT PPAZ G350AZ150(T15+10,B10+6)-SIC150-4700","WF63","62","","9","1","3","","4700"
"LKQ","18046161123","TRIM","1829377","26936973","20","765","CTL","Cut to Length Line","C049821","1000","SILVER COIN","","18046161123:35807808:Zhaoqing xia","L016369*32089682","LYSAGHT STANDARD FLASHING 0.60MM TCT PPAZ G350AZ150(T15+10,B10+6)-SIC150-4700","WF63A","47","","10","1","3","","4700"
"LKQ","18046161126","TRIM","1829378","26936975","1","765","CTL","Cut to Length Line","C049821","1000","SILVER COIN","","18046161126:35807837:Zhaoqing xia","L016369*32089746","LYSAGHT STANDARD FLASHING 0.60MM TCT PPAZ G350AZ150(T15+10,B10+6)-SIC150-3600","TGF01","250","","1","1","138","","3600"
"LKQ","18046161126","TRIM","1829378","26936976","2","765","CTL","Cut to Length Line","C049821","1000","SILVER COIN","","18046161126:35807838:Zhaoqing xia","L016369*32089747","LYSAGHT STANDARD FLASHING 0.60MM TCT PPAZ G350AZ150(T15+10,B10+6)-SIC150-3600","TGF02","350","","3","1","138","","3600"
"LKQ","18046161126","TRIM","1829378","26936977","3","765","CTL","Cut to Length Line","C049821","1000","SILVER COIN","","18046161126:35807839:Zhaoqing xia","L016369*32089748","LYSAGHT STANDARD FLASHING 0.60MM TCT PPAZ G350AZ150(T15+10,B10+6)-SIC150-3600","TGF03","200","","2","1","138","","3600"
"LKQ","1702119017","TRIM","1829379","26936979","1","765","CTL","Cut to Length Line","C026455","1200","GULL GREY","","1702119017:35846147:YANTAI CONST","L005461*32136071","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-GUG150-800","8SF-2-H","405","","8","1","12","","800"
"LKQ","1702119017","TRIM","1829379","26936980","2","765","CTL","Cut to Length Line","C026455","1200","GULL GREY","","1702119017:35846148:YANTAI CONST","L005461*32136072","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-GUG150-800","8SF-3-H","450","","11","1","12","","800"
"LKQ","1702119017","TRIM","1829379","26936981","3","765","CTL","Cut to Length Line","C026455","1200","GULL GREY","","1702119017:35846149:YANTAI CONST","L005461*32136073","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-GUG150-1400","8SF-3C-H","388","","4","1","24","","1400"
"LKQ","1702119017","TRIM","1829379","26936982","4","765","CTL","Cut to Length Line","C026455","1200","GULL GREY","","1702119017:35846150:YANTAI CONST","L005461*32136074","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-GUG150-2200","8SF-3C-HA","588","","12","1","4","","2200"
"LKQ","1702119017","TRIM","1829379","26936983","5","765","CTL","Cut to Length Line","C026455","1200","GULL GREY","","1702119017:35846151:YANTAI CONST","L005461*32136075","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-GUG150-3600","8SF-4-H","546","","13","1","50","","3600"
"LKQ","1702119017","TRIM","1829379","26936984","6","765","CTL","Cut to Length Line","C026455","1200","GULL GREY","","1702119017:35846152:YANTAI CONST","L005461*32136076","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-GUG150-3600","8SF-6-HA","250","","16","1","4","","3600"
"LKQ","1702119017","TRIM","1829379","26936985","7","765","CTL","Cut to Length Line","C026455","1200","GULL GREY","","1702119017:35846153:YANTAI CONST","L005461*32136077","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-GUG150-3600","8SF-4N-H","191","","14","1","54","","3600"
"LKQ","1702119017","TRIM","1829379","26936986","8","765","CTL","Cut to Length Line","C026468","1200","OFF WHITE","","1702119017:35846135:YANTAI CONST","L005461*32136059","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-OFW150-3500","8SF-1-B","680","","9","1","25","","3500"
"LKQ","1702119017","TRIM","1829379","26936987","9","765","CTL","Cut to Length Line","C026468","1200","OFF WHITE","","1702119017:35846136:YANTAI CONST","L005461*32136060","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-OFW150-3600","8SF-6A-B","250","","17","1","56","","3600"
"LKQ","1702119017","TRIM","1829379","26936988","10","765","CTL","Cut to Length Line","C026468","1200","OFF WHITE","","1702119017:35846137:YANTAI CONST","L005461*32136061","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-OFW150-3600","8SF-6-B","250","","10","1","56","","3600"
"LKQ","1702119017","TRIM","1829379","26936989","11","765","CTL","Cut to Length Line","C026468","1200","OFF WHITE","","1702119017:35846138:YANTAI CONST","L005461*32136062","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-OFW150-3600","8SF-5-B","662","","1","1","29","","3600"
"LKQ","1702119017","TRIM","1829379","26936990","12","765","CTL","Cut to Length Line","C026468","1200","OFF WHITE","","1702119017:35846139:YANTAI CONST","L005461*32136063","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-OFW150-3500","8SF-2-BA","605","","5","1","4","","3500"
"LKQ","1702119017","TRIM","1829379","26936991","13","765","CTL","Cut to Length Line","C026473","1200","TORRES BLUE","","1702119017:35846140:YANTAI CONST","L005461*32136064","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-TOB150-3600","8SF-1-L","680","","6","1","32","","3600"
"LKQ","1702119017","TRIM","1829379","26936992","14","765","CTL","Cut to Length Line","C026473","1200","TORRES BLUE","","1702119017:35846141:YANTAI CONST","L005461*32136065","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-TOB150-800","8SF-2-L","405","","18","1","6","","800"
"LKQ","1702119017","TRIM","1829379","26936993","15","765","CTL","Cut to Length Line","C026473","1200","TORRES BLUE","","1702119017:35846142:YANTAI CONST","L005461*32136066","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-TOB150-800","8SF-3-L","450","","19","1","6","","800"
"LKQ","1702119017","TRIM","1829379","26936994","16","765","CTL","Cut to Length Line","C026473","1200","TORRES BLUE","","1702119017:35846143:YANTAI CONST","L005461*32136067","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-TOB150-1400","8SF-3C-L","388","","3","1","12","","1400"
"LKQ","1702119017","TRIM","1829379","26936995","17","765","CTL","Cut to Length Line","C026473","1200","TORRES BLUE","","1702119017:35846144:YANTAI CONST","L005461*32136068","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-TOB150-2200","8SF-3C-LA","588","","2","1","4","","2200"
"LKQ","1702119017","TRIM","1829379","26936996","18","765","CTL","Cut to Length Line","C026473","1200","TORRES BLUE","","1702119017:35846145:YANTAI CONST","L005461*32136069","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-TOB150-3600","8SF-4-L","546","","7","1","3","","3600"
"LKQ","1702119017","TRIM","1829379","26936997","19","765","CTL","Cut to Length Line","C026473","1200","TORRES BLUE","","1702119017:35846146:YANTAI CONST","L005461*32136070","LYSAGHT STANDARD FLASHING 0.53MM TCT CLEAN COLORBOND XRW G550AZ150-TOB150-3600","8SF-6-LA","250","","15","1","4","","3600"
